SMILES,molar_mass,log_p_sat,c,volatility
C(=O)(O)C(ON(=O)(=O))C(OO)C(=O)C(=O),223.0945,-5.301230126448204,0.0004653780850546209,IVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(=O)C(=O)(O),239.0939,-6.892797888439005,1.2773731956389637e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(=O)C(=O)(OO),255.0933,-7.233410144060004,6.220654758788771e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(=O)C(=O)C(ON(=O)(=O)),298.118,-6.2519607101975705,6.965859006722548e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(=O)C(ON(=O)(=O)),270.1079,-6.444456742267504,4.051610940597446e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(=O)C(OO),241.1098,-8.214558288766804,6.140500415128997e-07,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(=O)CC(=O)(OON(=O)(=O)),314.1174,-6.765041579981129,2.2521515176051535e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(C)(C)C(=O)(OO),269.1629,-10.684312188898032,2.3240753313406048e-09,LVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(C)(C)C(C)C(=O)(OON(=O)(=O)),342.2137,-7.210558151723578,8.796024516552978e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(C)(C)C(ON(=O)(=O))C(=O),312.1877,-8.156271248065197,9.09267631361732e-07,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(C)(C)OOC(=O),269.1629,-6.540431093325251,3.236915010016754e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(O)(C)C(=O)C(=O),267.1471,-8.745554014635527,2.0032891574960158e-07,LVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(O)C(=O),225.1104,-7.559184161213133,2.5927377409074555e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C(OO)OC(=O)C(=O)(OON(=O)(=O)),362.1156,-7.250318255183596,8.493294251434047e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1(C)OC1(O)C(=O),267.1471,-8.766353752548453,1.9096065804360178e-07,LVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1(C)OC1(ON(=O)(=O))C(=O),312.1446,-6.857845607751212,1.8074130324301067e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1(O)OC1(N(=O)(=O))C(=O),298.118,-7.836145425918161,1.8146378453402738e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1(OO)OC1(OO)C(=O),301.1187,-9.61722373584148,3.034318618966952e-08,LVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1(C(=O)(N(=O)(=O)))C(=O),310.1287,-8.090312015560333,1.051422179558826e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1(C(=O)(O))C(OO),299.1459,-12.123993265698696,9.38505841754528e-11,ELVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1(C(=O)(OO))C(=O),297.13,-10.398128746286751,4.958667040335924e-09,LVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1(O)C(=O),253.1205,-9.161016692727062,7.292187350532179e-08,LVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1(O)C(=O)(OON(=O)(=O)),330.1168,-6.797137277643575,2.1982523190547794e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1(O)C(=O)C(=O),281.1306,-9.560052013734316,3.2314935750392574e-08,LVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1(OO)C(=O)(O),285.1193,-10.570056523986342,3.202707546850406e-09,LVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1(OO)C(=O)C(=O),297.13,-8.937242205338567,1.4330174822198635e-07,LVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1C(=O)(OO),269.1199,-13.324797611275834,5.317351775252027e-12,ELVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1C(=O)C(=O)(OON(=O)(=O)),342.1275,-7.193486592812938,9.146366127510229e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)C=CC(=O),221.1217,-6.494331605818322,2.9569702137867126e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)OC(=O)C(=O)(O),255.0933,-8.379194567636292,4.4468417601056646e-07,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)OC(=O)C(=O)(OON(=O)(=O)),316.0903,-5.428337467848167,0.0004920632059306736,IVOC
C(=O)(O)C(ON(=O)(=O))C(OO)OC(=O)C(=O)C(=O),267.104,-5.769665698950297,0.00018947934898189248,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)OC(=O)C(O)(O)C(=O)(OON(=O)(=O)),362.1156,-7.818879376631115,2.293586106004348e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)OOC(=O)C(=O),255.0933,-6.475021672331201,3.566354995721872e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C(OO)OOC(=O)C(ON(=O)(=O)),302.1067,-6.968569320638832,1.3556208110855406e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C(=O)(O))OOC(C1(O))C(=O),281.1306,-10.66393105077566,2.544041899634222e-09,LVOC
C(=O)(O)C(ON(=O)(=O))C1(C(=O)(OO))OOC(C1(O)(O))C(=O),313.1294,-11.898999898326338,1.6491916927816196e-10,ELVOC
C(=O)(O)C(ON(=O)(=O))C1(C(=O)(OON(=O)(=O)))OOC(OO)(C1(O))C(=O),374.1263,-8.256401979765625,8.65293517598926e-07,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C(=O))OC1(=O),205.0792,-3.498599820306292,0.027156199176675753,IVOC
C(=O)(O)C(ON(=O)(=O))C1(C(=O))OOC(=O)C1(=O),249.0887,-4.708370362532677,0.002034842756580292,IVOC
C(=O)(O)C(ON(=O)(=O))C1(C(O))OOC(C1(O)(OO))C(=O),299.1459,-11.730002431816825,2.3250260016055343e-10,ELVOC
C(=O)(O)C(ON(=O)(=O))C1(C(O))OOC(C1(O))C(=O)(OO),299.1459,-12.852425816521276,1.7538983899674333e-11,ELVOC
C(=O)(O)C(ON(=O)(=O))C1(C(ON(=O)(=O)))OC1C(=O)(OO),298.118,-7.85232516565427,1.7482769205172296e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C(ON(=O)(=O)))OOC(C1(=O))C(=O),310.1287,-5.652585468465708,0.00028807374678397555,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C(OO))OC1(=O),223.0945,-4.743138008527193,0.0016822790872368602,IVOC
C(=O)(O)C(ON(=O)(=O))C1(C(OO))OC1(ON(=O)(=O)),270.1079,-5.9549516134166245,0.0001250641581431954,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C(OO))OC1C(=O)(OO),269.1199,-8.751497888788583,1.9906509476758286e-07,LVOC
C(=O)(O)C(ON(=O)(=O))C1(C(OO))OOCC1(=O),253.1205,-7.27190797022704,5.6489345185356275e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OC1(O)C(=O)(OON(=O)(=O)),298.118,-5.53152618718379,0.00036593942626510006,IVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OC1C(=O)(O),221.1217,-6.7422724605884845,1.6707293231823203e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OC1C(=O)(OO),237.1211,-6.947468950974178,1.1169878292276626e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OOC(C1(=O))C(=O)(ON(=O)(=O)),310.1287,-5.627621406222448,0.00030511793993092854,IVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OOC(C1(O)(O))C(=O),267.1471,-9.106913865377924,8.717336080892608e-08,LVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OOC(C1(O))C(=O),251.1477,-7.974052516825261,1.1128173277537124e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OOC(C1(O))C(=O)(ON(=O)(=O)),312.1446,-7.71166105112176,2.530707581137015e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OOC(C1(O))C(=O)(OON(=O)(=O)),328.144,-7.4597181112221245,4.752187280306123e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OOC(N(=O)(=O))(C1(O)(OO))C(=O),328.144,-8.766522079934557,2.344712392591432e-07,LVOC
C(=O)(O)C(ON(=O)(=O))C1(C)OOC(ON(=O)(=O))(C1(=O))C(=O)(OO),342.1275,-6.961608894414885,1.560006042428166e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1(O)OC1(C)C(=O),221.1217,-6.13977196052956,6.689699273728058e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1(O)OC1(ON(=O)(=O))C(=O),268.0921,-5.180106333729598,0.0007391368825713148,IVOC
C(=O)(O)C(ON(=O)(=O))C1(O)OC1(OO)C(=O)(OON(=O)(=O)),316.0903,-6.212904861249255,8.080784004544401e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1(O)OC1C(=O)(O),223.0945,-6.270431611796603,4.995793089062342e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1(O)OOC(O)(C(=O))C1(O)C(=O),297.13,-8.766288206119352,2.124249319804025e-07,LVOC
C(=O)(O)C(ON(=O)(=O))C1(O)OOC(O)(C1(O))C(=O),269.1199,-8.584509701729111,2.924039950809886e-07,LVOC
C(=O)(O)C(ON(=O)(=O))C1(O)OOC(ON(=O)(=O))(C(=O))C1(O)C,328.144,-6.6370727369674976,3.158922140732085e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1(O)OOC(ON(=O)(=O))(C(=O))C1(O)C(=O),342.1275,-7.616578200543482,3.452685130215043e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1(OO)OC1(C(=O)(OON(=O)(=O)))C(=O),328.101,-5.818407726970886,0.0002080400828734259,SVOC
C(=O)(O)C(ON(=O)(=O))C1(OO)OC1(C)C(=O),237.1211,-6.110183510405014,7.67951656656609e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1(OO)OC1(C)C(=O)(OO),269.1199,-7.917510574767313,1.3582584920780227e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1(OO)OC1C(=O),223.0945,-5.966493064979652,0.00010058726268365661,SVOC
C(=O)(O)C(ON(=O)(=O))C1CC(OO)C1(C)C(ON(=O)(=O)),296.1883,-7.157302953799082,8.60621390795949e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1OC1(C(=O)(O))C(OO),253.1205,-9.362323836066944,4.587231677406692e-08,LVOC
C(=O)(O)C(ON(=O)(=O))C1OC1(C(=O)(OON(=O)(=O)))C(=O),296.1022,-4.833172932407988,0.0018147461878336973,IVOC
C(=O)(O)C(ON(=O)(=O))C1OC1(C(OO))C(=O),237.1211,-7.047190598499032,8.878238214351767e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1OC1(C)C(=O)(OO),237.1211,-5.347861139383783,0.00044427947769634874,IVOC
C(=O)(O)C(ON(=O)(=O))C1OC1(O)C(OO),225.1104,-7.535292941008683,2.739364413874904e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1OC1C(=O),191.0957,-4.938421473169243,0.0009191293462364481,IVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(=O)C1(O)(O),239.0939,-6.378614119903305,4.173511045501592e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(=O)C1(O)C(=O),251.1046,-4.853210247161584,0.0014695745169722738,IVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(=O)C1(O)C(ON(=O)(=O)),298.118,-6.0991063340924105,9.904420170355476e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(C(=O)(OON(=O)(=O)))C1(O)C(OO),360.1428,-8.766683429967749,2.5723999816541514e-07,LVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(C(=O))C1(O)C(=O),265.1312,-7.167595510626852,7.523371678313374e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(C(=O))C1(O)C(ON(=O)(=O)),312.1446,-7.309149299852964,6.393721531793605e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(C1(=O))C(=O),235.1052,-5.522973744558919,0.00029433077998014453,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(C1(=O))C(=O)(OO),267.104,-6.986411282623595,1.1503137213076169e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(C1(O))C(=O),237.1211,-7.456021278115309,3.463347855638339e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(C1(O))C(=O)(OO),269.1199,-9.12198654198248,8.482160028066492e-08,LVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(O)(C(=O)(OO))C1(O)C,299.1459,-8.500046945369537,3.94805596739283e-07,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(O)(C(=O))C1(O)C(=O),281.1306,-5.938818360813519,0.00013509427647461335,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(O)(C(=O))C1(O)C(=O)(OON(=O)(=O)),358.1269,-8.599273248369617,3.7610654066962247e-07,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(O)(C1(O)(N(=O)(=O)))C(=O),298.118,-7.353756093158438,5.510351422622157e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(O)(C1(O)(N(=O)(=O)))C(=O)(OO),330.1168,-8.375852478933524,5.799123246017646e-07,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(O)(C1(O)(OO))C(=O),285.1193,-8.21267609041128,7.292857316214435e-07,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(O)(C1(O))C(=O)(OON(=O)(=O)),330.1168,-7.200771187519395,8.678479263961205e-06,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(OO)(C(=O)(OO))C1(O)C,315.1453,-10.267869684280114,7.098855586083594e-09,LVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(OO)(C(=O))C1(O)C(ON(=O)(=O)),344.1434,-8.345872598770866,6.477598673078736e-07,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(OO)(C1(=O))C(ON(=O)(=O)),314.1174,-6.3567372849906985,5.7663619616350165e-05,SVOC
C(=O)(O)C(ON(=O)(=O))C1OOC(OO)(C1(O))C(=O),269.1199,-7.768684106665983,1.9134137789811555e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(=O)C(C)(C)C(=O),233.1754,-5.677806265282516,0.00020437306408557185,SVOC
C(=O)(O)C(ON(=O)(=O))CC(=O)C(O)(C)C(=O)(OO),267.1471,-7.224084980669689,6.655990209150995e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(=O)C(ON(=O)(=O))(C)C(=O)(OO),312.1446,-7.717407475432566,2.4974427516608934e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(=O)C(OO)(C)C(=O)(OO),283.1465,-7.661065467924938,2.5792469208395284e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(=O)CC(ON(=O)(=O)),252.1357,-7.209773046590381,6.492448096987632e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(C(=O)(OON(=O)(=O)))C(OO)(C)C,328.1871,-7.324598103697684,6.487398762522629e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(C(=O)C)C(ON(=O)(=O))(C)C(=O),308.199,-7.424540257508703,4.839919728109576e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(C(ON(=O)(=O))(C)C)C(=O)C(=O),308.199,-6.455795989406668,4.50383453649902e-05,SVOC
C(=O)(O)C(ON(=O)(=O))CC(C(ON(=O)(=O))(C)C)CC(=O),294.2155,-8.17610124816079,8.186749304236809e-07,SVOC
C(=O)(O)C(ON(=O)(=O))CC(C(OO)(C)C)C(=O)C(=O),279.2008,-8.255285213527513,6.474088559422634e-07,SVOC
C(=O)(O)C(ON(=O)(=O))CC(C(OO)(C)C)CC(=O)(OON(=O)(=O)),342.2137,-7.97909649867444,1.4988151842799552e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(O)(C(=O))C(=O)C,235.1483,-5.012718872556103,0.000953169554252292,IVOC
C(=O)(O)C(ON(=O)(=O))CC(O)(C(OO))C(=O)C,253.1635,-10.184950991589288,6.902354977519881e-09,LVOC
C(=O)(O)C(ON(=O)(=O))CC(O)C(C)(C)C(=O)C(=O),263.2014,-7.816979826363624,1.6743859058730149e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(O)CCC(ON(=O)(=O)),268.1782,-8.59104022689634,2.870320783208488e-07,LVOC
C(=O)(O)C(ON(=O)(=O))CC(ON(=O)(=O)),210.099,-3.9983796208275297,0.008802206552889777,IVOC
C(=O)(O)C(ON(=O)(=O))CC(ON(=O)(=O))(C(OO))C(=O)C,298.1611,-7.738749546257901,2.2711646858013957e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(OO)(C(=O)(OO))C(=O)C,283.1465,-7.987690882112685,1.2158150263393366e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(OO)(C(=O))C(OO)(C)C,283.1895,-10.690185824372277,2.4123399735804124e-09,LVOC
C(=O)(O)C(ON(=O)(=O))CC(OO)C(C)(C)C(=O)(OON(=O)(=O)),328.1871,-7.4042692034706254,5.400071297287661e-06,SVOC
C(=O)(O)C(ON(=O)(=O))CC(OO)CC(=O)(O),239.137,-9.393273736736337,4.035712602088737e-08,LVOC
C(=O)(O)C(ON(=O)(=O))CC1(ON(=O)(=O))CC(=O)C1(C)C(OO),324.1984,-9.07520502203256,1.1380282321799316e-07,LVOC
C(=O)(O)C(ON(=O)(=O))OOC(=O)C(=O)C(=O)C(=O)(OON(=O)(=O)),342.0845,-4.263624746001065,0.0077813659740695144,IVOC
C(=O)(O)C(ON(=O)(=O))OOC(=O)C(=O)C(OO),255.0933,-6.094152946032884,8.572219776513157e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(=O)C(=O)CC(=O),251.1046,-6.434138415117795,3.8571226113067276e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(=O)C(O)(C(=O)(OON(=O)(=O)))C(=O),344.1004,-6.001010072780541,0.00014329211591663664,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(=O)C(ON(=O)(=O))C(=O)C(=O),312.1016,-5.094398916063724,0.001048200276822469,IVOC
C(=O)(O)C(ON(=O)(=O))OOC(=O)C(ON(=O)(=O))C(=O)C(=O)(OO),344.1004,-7.639568195250635,3.2935493349916536e-06,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(=O)C(OO)(C)C(=O)(OON(=O)(=O)),346.1162,-6.045849644114756,0.00012999285252068588,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)(O))(C)C(=O)(OON(=O)(=O)),330.1168,-6.9346918919916245,1.6014851857033893e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)(O))(C)C(OO),271.1358,-8.563908085086545,3.0890573431024775e-07,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)(O))C(=O)(OO),271.0927,-8.108497325189012,8.813891274250602e-07,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)(O))C(=O)(OON(=O)(=O)),316.0903,-6.881639524682961,1.7326818853499486e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)(O))C(=O)C(=O),267.104,-7.752282625636177,1.97217276571261e-06,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)(O))C(=O)C(=O)(OON(=O)(=O)),344.1004,-7.23915635492854,8.280870892112466e-06,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)(O))C(OO),257.1092,-8.945332252292893,1.2171176371111504e-07,LVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)(OO))C(=O)C,269.1199,-6.931774986700736,1.3143711474372053e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)(OON(=O)(=O)))C(=O)C(OO),346.1162,-7.124446135852975,1.0847333236280815e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C(=O)C)C(=O)C(=O)(OO),297.13,-7.927034690760346,1.4670975884522724e-06,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(C)(C(=O)(O))C(=O)C(=O)(O),297.13,-9.668977733709276,2.657761220175888e-08,LVOC
C(=O)(O)C(ON(=O)(=O))OOC(C)(C(=O)(O))C(=O)C(=O)(OO),313.1294,-10.080755415339716,1.0852145839605928e-08,LVOC
C(=O)(O)C(ON(=O)(=O))OOC(C)(C(=O)(O))C(ON(=O)(=O))C(=O)(OO),360.1428,-8.455678938673898,5.264328587193514e-07,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(O)(C(=O)(O))C(=O)(OON(=O)(=O)),332.0897,-7.467540466929676,4.723480534340713e-06,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(ON(=O)(=O))(C)C(=O),270.1079,-4.719395809452932,0.0021512390265354844,IVOC
C(=O)(O)C(ON(=O)(=O))OOC(ON(=O)(=O))(C)C(O)C(=O),300.1339,-5.888033582366375,0.00016211703799352248,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(ON(=O)(=O))(C)C(O)C(=O)(OO),332.1327,-7.782090113926991,2.2896479582296016e-06,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(ON(=O)(=O))(C)C(OO)C(=O),316.1333,-6.589698786468311,3.3940532311070145e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(OO)(C)C(=O),241.1098,-5.803689787651954,0.00015815111792891938,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(OO)(C)C(=O)C(=O),269.1199,-6.19870196675481,7.108713919891259e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(OO)(C)C(ON(=O)(=O))C(=O),316.1333,-6.6299730092775055,3.093459442974809e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOC(OO)C(=O),227.0832,-5.983118335300278,9.854029572731956e-05,SVOC
C(=O)(O)C(ON(=O)(=O))OOCC(=O)(O),211.0838,-6.400227360792153,3.505699882878816e-05,SVOC
C(=O)(O)C(OO)(C(=O)(O))C(=O)(O),180.0698,-9.72647481704807,1.4109553030938835e-08,LVOC
C(=O)(O)C(OO)(C(=O)(O))C(C)(C)C(=O)(OON(=O)(=O)),283.1465,-7.899213723896902,1.4905435335469857e-06,SVOC
C(=O)(O)C(OO)(C(=O)(O))C(O)C(=O)OC(=O),238.1058,-11.926703248144577,1.176559560981785e-10,ELVOC
C(=O)(O)C(OO)(C(=O)(O))C(O)C=CC(=O),220.1336,-13.525175006430995,2.741943620051751e-12,ELVOC
C(=O)(O)C(OO)(C(=O)(O))C(ON(=O)(=O))C(=O),239.0939,-8.56186895746169,2.736823117909912e-07,LVOC
C(=O)(O)C(OO)(C(=O)(O))C(OO)OC(=O),226.0951,-11.189006178651276,6.107059660221263e-10,LVOC
C(=O)(O)C(OO)(C(=O)(O))C1OOC(C1(=O))C(=O),250.1165,-10.708161344362413,2.0442226192232144e-09,LVOC
C(=O)(O)C(OO)(C(=O)(O))OC(=O)CC(=O),222.1064,-10.457425304250886,3.2335751579990156e-09,LVOC
C(=O)(O)C(OO)(C(=O)(OO))C(ON(=O)(=O))C(=O)(OO),287.0921,-8.376799548762623,5.032327354065054e-07,SVOC
C(=O)(O)C(OO)(C(=O)(OO))C(ON(=O)(=O))C1OC1C(=O),297.13,-8.890790679326868,1.5947882038225832e-07,LVOC
C(=O)(O)C(OO)(C(=O)(OO))C(ON(=O)(=O))OC(=O),271.0927,-7.383572533186968,4.67834753787723e-06,SVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))C(C)(C)C(=O),267.1471,-6.309345402659998,5.469558257387378e-05,SVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))C(O)C(=O)C(O)C(=O),313.1294,-10.243099505160725,7.467436387639046e-09,LVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))C(O)C1OC1(O)C(=O),313.1294,-9.139797779901546,9.47268851657714e-08,LVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))C(O)C(=O),330.1168,-8.389222509158564,5.623313659952373e-07,SVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))C1OC1(O)C(=O),358.1269,-9.496192057143343,4.7686129878873954e-08,LVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))OC(=O),316.0903,-5.987069639656898,0.0001359216756909706,SVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))C1OC1C(=O),267.104,-6.400504033865754,4.4332635382141725e-05,SVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))OC(=O)C(O)C(=O),299.1028,-7.329212219340915,5.849994399509166e-06,SVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))OC(=O)C=CC(=O),295.1141,-7.886575772701834,1.5994157859047105e-06,SVOC
C(=O)(O)C(OO)(C(=O)(OON(=O)(=O)))OC(=O)CC(=O)C(=O),311.1135,-7.162628194908742,8.929720234214507e-06,SVOC
C(=O)(O)C(OO)(C(=O))C(=O)C(O)C(ON(=O)(=O))C(=O),281.1306,-10.161082617104574,8.097905295421473e-09,LVOC
C(=O)(O)C(OO)(C(=O))C(=O)OC(=O),192.0805,-5.35997191679416,0.00034999234997968134,IVOC
C(=O)(O)C(OO)(C(=O))C(=O)OOC(=O),208.0799,-5.376245914467417,0.00036520053664033274,IVOC
C(=O)(O)C(OO)(C(=O))C(C(=O))OOC(=O),222.1064,-8.080254247526877,7.706443814387536e-07,SVOC
C(=O)(O)C(OO)(C(=O))C(C(O))C(=O),192.1235,-9.635811120792532,1.8548831669231946e-08,LVOC
C(=O)(O)C(OO)(C(=O))C(C)(C)C(ON(=O)(=O))C(ON(=O)(=O))(C)C(=O),354.2244,-9.396561363160997,5.932862745384877e-08,LVOC
C(=O)(O)C(OO)(C(=O))C(O)(O)C(=O)C(O)C(=O),252.1324,-10.71066349094106,2.0488603496362386e-09,LVOC
C(=O)(O)C(OO)(C(=O))C(O)C(=O)C(O)C(=O),236.133,-15.977079307495432,1.0390215812405187e-14,ELVOC
C(=O)(O)C(OO)(C(=O))C(O)C(ON(=O)(=O))OC(=O),269.1199,-9.342453257706705,5.1055172286284435e-08,LVOC
C(=O)(O)C(OO)(C(=O))C(ON(=O)(=O))(C1(O))OOC1C(=O),297.13,-9.382395881786502,5.141594379951181e-08,LVOC
C(=O)(O)C(OO)(C(=O))C(ON(=O)(=O))C(O)C(=O)C(=O),281.1306,-6.543573617797796,3.3564616754784016e-05,SVOC
C(=O)(O)C(OO)(C(=O))C(OO)OC(=O)C(=O),238.1058,-8.23547439596485,5.778867934100128e-07,SVOC
C(=O)(O)C(OO)(C(=O))C1OC1(OO)C(=O),222.1064,-8.41683916098655,3.55033311267263e-07,SVOC
C(=O)(O)C(OO)(C(=O))C1OC1C(=O),190.1076,-7.033018056369667,7.354084468152785e-06,SVOC
C(=O)(O)C(OO)(C(=O))OC(=O)C(=O),192.0805,-5.636094515557751,0.00018532582965537908,SVOC
C(=O)(O)C(OO)(C(=O))OC(=O)C(=O)C(O)C(=O),250.1165,-8.743206792894819,1.885744027472417e-07,LVOC
C(=O)(O)C(OO)(C(=O))OC(=O)C(=O)CC(=O),234.1171,-7.821228436269736,1.4748637133724641e-06,SVOC
C(=O)(O)C(OO)(C(=O))OC(=O)C(O)C(ON(=O)(=O))C(=O),297.13,-8.961308433669632,1.3557676291591044e-07,LVOC
C(=O)(O)C(OO)(C(=O))OC(=O)C(ON(=O)(=O))C(=O),267.104,-7.143696331345396,8.008132523504312e-06,SVOC
